25.1225,111.076944
25.124271,-78.166921
25.128315,-77.978985
25.135,-76.14556
25.135556,111.6825
25.149444,111.649444
25.15,-76.183333
25.166667,-76.183333
25.166667,-76.233333
25.168333,111.354722
25.186667,111.571667
25.189167,111.18
25.2,-76.25
25.202222,111.405
25.228611,112.089722
25.23247,112.539812
25.239166,111.316644
25.25,89.5
25.251597,89.768337
25.256734,89.762939
25.257207,89.790027
25.258056,112.261389
25.258172,55.304717
25.265004,89.754149
25.266667,111.333333
25.267283,89.753198
25.2675,112.143889
25.26886,89.781064
25.271667,111.269444
25.276531,89.776078
25.280833,111.344444
25.280848,112.189271
25.283333,111.800833
25.283934,89.770095
25.292778,111.536944
25.293333,111.622222
25.310853,112.825303
25.312778,111.666111
25.316667,-76.366667
25.324389,112.588127
25.329298,89.543802
25.333333,-76.433333
25.337222,111.731111
25.337374,55.412056
25.344938,-76.816219
25.354071,112.189866
25.355278,111.599722
25.355833,111.426944
25.361389,111.537222
25.363333,112.290278
25.363889,113.77
25.364722,111.989167
25.371944,111.323889
25.378333,112.093889
25.383227,112.978969
25.394167,111.669167
25.405578,55.461833
25.414444,111.492778
25.416111,111.761111
25.42171,-76.762912
25.421944,112.3725
25.422222,111.999722
25.435,112.101944
25.435278,112.175833
25.449167,113.709722
25.45,-76.666667
25.456389,111.894444
25.46278,-76.67556
25.474444,112.328056
25.481667,113.683611
25.487778,111.645
25.496028,111.551463
25.498611,111.571944
25.499073,-76.723371
25.5,-76.65
25.502222,111.433889
25.507778,112.158333
25.51167,-76.8525
25.519167,112.1025
25.523889,111.608889
25.533056,111.580556
25.533056,112.294167
25.534167,111.701944
25.535833,113.925278
25.536407,113.715469
25.540278,111.812778
25.545,-76.76833
25.549167,111.688056
25.55,-76.75
25.551667,111.886389
25.552218,113.671199
25.553056,112.031389
25.558889,111.599444
25.559362,112.363519
25.56473,55.555166
25.571389,111.502222
25.582778,113.725833
25.591667,111.930278
25.593056,111.932778
25.6,89.25
25.607778,111.605556
25.613333,113.009167
25.616667,88.75
25.635556,111.364167
25.641389,113.3225
25.645556,112.395556
25.648333,111.503333
25.653056,113.4925
25.653611,111.633611
25.661111,112.123056
25.663056,112.016667
25.67,113.711389
25.670556,111.989722
25.677778,113.022778
25.681389,111.9525
25.698942,113.372058
25.70444,-79.28889
25.705,111.855278
25.712778,112.173056
25.72111,-77.83139
25.726111,111.945556
25.727778,112.081667
25.728611,111.694167
25.733333,-79.3
25.733334,112.745892
25.74037,112.968812
25.741111,112.320833
25.743333,111.418056
25.746641,89.251662
25.75,89.666667
25.752222,112.234444
25.762778,112.119444
25.763217,111.77722
25.778333,113.157778
25.782893,113.06901
25.783333,-77.85
25.786389,112.314444
25.786667,112.350833
25.789444,112.210556
25.789527,55.943196
25.8,113.033333
25.802778,112.269722
25.803333,112.134444
25.83333,89
25.835278,112.200278
25.836111,111.979722
25.842778,111.745833
25.851667,113.8275
25.85357,112.65997
25.854722,112.144444
25.860556,112.321667
